index,price,area,renttype,floor,community,longtitude,latitude,bedroom,bathroom,livingroom
120,3600,63,not share,11,ba ke mo jie ,116.648559,39.894325,2,1,1
121,5300,62,not share,6,yong ding lu 1 hao yuan ,116.270772,39.931256,2,1,1
122,6000,52,not share,6,zhi qiang nan yuan ,116.375072,39.957136,2,1,1
123,3000,31,not share,6,yun long jia yuan ,116.441424,39.813718,2,1,1
124,3300,40,not share,27,K2 qing shui wan ,116.689177,39.931339,1,1,0
125,6200,42,not share,6,xiao yang yi bin hu tong ,116.437281,39.918733,1,1,0
126,4000,92,not share,12,tai he yuan qi li ,116.50494499999999,39.772365,2,1,1
127,3500,83,not share,6,xin an li ,116.36203,39.745872999999996,3,1,1
128,3300,61,not share,6,yu qiao bei li ,116.68852700000001,39.899167999999996,2,1,1
129,5500,63,not share,18,ma lian dao zhong li ,116.336918,39.893507,2,1,1
130,3200,70,not share,6,ge bu dian dong li ,116.674981,39.897618,2,1,1
131,6000,63,not share,6,mei yuan ,116.281228,40.034588,2,1,1
132,2600,69,not share,6,hao zhuang jia yuan ,116.21780700000001,40.226415,1,1,1
133,5600,49,not share,28,lian hua chi dong lu jia 5 hao yuan ,116.345325,39.903799,1,1,0
134,3200,80,not share,6,yuan quan yuan ,116.69618100000001,39.892967999999996,3,1,2
135,5500,80,not share,18,jing tong yuan ,116.603501,39.919667,2,1,1
136,6000,57,not share,29,zhong guo tie jian guang chang ,116.447271,40.048621999999995,2,1,0
137,2400,52,not share,5,jian she xiang xiao qu ,116.15557,39.745548,2,1,1
138,5500,60,not share,7,da tun li xiao qu ,116.42276100000001,40.014025,1,1,1
139,4800,41,not share,6,bai yun lu qi hao yuan ,116.34816000000001,39.904437,1,1,1
140,2100,51,not share,4,yu zhu yuan xiao qu yi li ,116.157467,39.730412,2,1,1
141,5900,51,not share,24,yan hai sai luo cheng qi qi ,116.51083200000001,39.904367,1,1,1
142,3100,64,not share,22,da fang ju ,116.63734,39.88191,1,1,1
143,5500,67,not share,7,ding fu zhuang xi jie ,116.556505,39.918741,2,1,1
144,3200,60,not share,6,qing yuan xi li ,116.34208799999999,39.749733,2,1,1
145,6000,54,not share,6,wu sheng dong li ,116.47504599999999,39.882090000000005,2,1,1
146,4100,49,not share,5,gu cheng nan lu ,116.196272,39.915185,2,1,1
147,4300,54,not share,5,gu cheng nan lu ,116.196272,39.915185,2,1,1
148,4700,69,not share,28,qing ta nan li ,116.27468,39.89928,2,1,1
149,5000,59,not share,6,jin gou he 3 hao yuan ,116.276354,39.924299,2,1,1
150,4500,37,not share,16,fu li you yi cheng C qu ,116.565026,39.853112,1,1,0
151,6000,86,not share,23,fu li you yi cheng C qu ,116.565026,39.853112,2,1,2
152,5500,77,not share,21,jin yu jing he yuan ,116.556703,39.957999,2,1,1
153,2500,85,not share,6,bei guan dong lu she qu ,116.15082,39.742294,2,1,1
154,4200,53,not share,21,guo rong guo ji ,116.50818100000001,39.807662,1,1,1
155,4300,37,not share,16,zuo you fang ,116.37794199999999,39.847498,1,1,0
156,4700,45,not share,6,mao fang zhu zhai bei xiao qu ,116.341826,40.044265,1,1,1
157,4000,58,not share,5,ba li qiao nan yuan ,116.621968,39.909625,2,1,1
158,4400,50,not share,18,yu lin li xiao qu ,116.364028,39.870465,1,1,1
159,6200,47,not share,4,guang ming lou ,116.4449,39.891482,2,1,0
160,3600,78,not share,6,fu xing li xiao qu ,116.65257700000001,39.905713,2,1,2
161,4200,15,not share,4,ke yu xiao qu ,116.32811000000001,39.988335,1,0,0
162,4900,48,not share,17,liu pu kang er qu ,116.395202,39.961718,1,1,1
163,3300,43,not share,11,DBC jia zhou xiao zhen ,116.68924399999999,39.873245000000004,1,1,0
164,4000,46,not share,8,shou kai shi liu pai ,116.42658600000001,39.852519,1,1,0
165,6000,43,not share,6,hong lian nan cun ,116.368076,39.955607,1,1,1
166,3000,76,not share,24,jing mao zhong xin ,116.692907,39.918773,1,1,1
167,4500,38,not share,5,qing nian hu dong li ,116.413053,39.962564,1,1,1
168,2600,86,not share,6,cang shang xiao qu ,116.66014399999999,40.120667,2,1,1
169,3800,57,not share,10,xing sheng guo ji ,116.52987900000001,39.800752,3,1,0
170,2700,59,not share,6,cang shang xiao qu ,116.66014399999999,40.120667,2,1,1
171,5100,43,not share,6,ba li zhuang bei li ,116.298736,39.934527,1,1,1
172,3800,60,not share,6,liu ying men xiao qu ,116.42423899999999,39.804485,2,1,1
173,3500,58,not share,12,hua jian xi ,116.67799699999999,39.880775,1,1,1
174,5500,59,not share,6,hui zhong li ,116.40926599999999,40.003413,2,1,1
175,4000,73,not share,6,shuang qiao zhong lu 10 hao nan yuan ,116.60625300000001,39.895062,2,1,1
176,3500,48,not share,24,hong kun li xiang cheng ba qi ,116.347771,39.791790999999996,1,1,1
177,3000,43,not share,6,ge bu dian nan li ,116.66844099999999,39.897465000000004,1,1,1
178,4500,56,not share,5,ji chang nan lu dong li ,116.60200800000001,40.055731,2,1,1
179,5700,58,not share,18,tian shui yuan bei li ,116.488454,39.934583,1,1,1
180,3300,88,not share,6,guan yin si nan li ,116.35625,39.728719,2,1,1
181,6000,59,not share,6,he ping li san qu ,116.427002,39.962219,2,1,1
182,3100,53,not share,9,zhu jiang la wei xiao zhen ,116.693646,39.944018,1,1,0
183,3500,76,not share,16,xing hai yuan ,116.45781399999998,39.770511,2,1,1
184,4700,74,not share,6,zhao yang xin cheng san qu ,116.564954,39.951879,2,1,1
185,6000,68,not share,11,yong he xin yuan ,116.40365800000001,39.869583,1,1,1
186,3100,55,not share,6,che zhan zhong li ,116.341599,39.726005,2,1,1
187,2200,65,not share,6,si he xiang xiao qu ,116.15792900000001,39.745926000000004,2,1,1
188,3900,45,not share,4,bei da de er li ,116.29085500000001,39.861841,1,1,1
189,4000,89,not share,28,hong ren jia yuan ,116.56353500000002,39.755641,2,1,1
190,2600,8,not share,6,xiao nan zhuang she qu ,116.31231000000001,39.971678999999995,1,0,0
191,2800,60,not share,6,xin chao jia yuan yi qi ,116.69986000000002,39.938638,1,1,1
192,6000,47,not share,12,cui wei zhong li ,116.304768,39.92028,1,1,0
193,2500,16,not share,6,cui wei lu ping tai cun ,116.30998799999999,39.919965000000005,1,0,0
194,2900,44,not share,6,shui guan xin cun ,116.249025,40.218067,1,1,1
195,5500,77,not share,6,jian cai cheng dong er li ,116.38153100000001,40.069853,2,1,1
196,3500,107,not share,6,fu li fei chang HAOS ,116.32132,39.636769,3,1,0
197,5300,56,not share,6,ding fu jing yuan ,116.570085,39.927151,1,1,1
198,4500,50,not share,15,dong mu xi yuan ,116.411575,39.864756,1,1,1
199,5500,38,not share,20,qing nian hui jia yuan ,116.521988,39.927428000000006,1,1,0
200,3300,61,not share,6,yu qiao nan li ,116.69010800000001,39.895196,2,1,1
201,3000,70,not share,6,hai zi jiao xi li ,116.35251699999999,39.71953,3,1,1
202,3300,124,not share,6,yu feng yuan ,116.35334399999999,39.726464,3,1,1
203,2700,82,not share,6,gang xin jia yuan dong qu ,116.69783799999999,40.110591,2,1,1
204,3000,110,not share,16,gang xin jia yuan dong qu ,116.69783799999999,40.110591,2,1,1
205,3200,52,not share,5,gao jing ,116.145679,39.945014,2,1,1
206,5800,70,not share,6,nan tai ping zhuang bei xiang ,116.540659,39.924662,2,1,1
207,2900,50,not share,6,liu an jing yuan ,116.70193,39.899597,1,1,1
208,2700,54,not share,6,hua long xiao qu ,116.695201,39.934643,1,1,1
209,2300,51,not share,7,bei jing cheng jian bei jing mi ma ,116.404278,39.688424,3,1,0
210,2200,60,not share,6,san jia dian xin jian lu ,116.12128899999999,39.958624,2,1,1
211,5600,54,not share,21,zuo jia zhuang bei li ,116.446995,39.961109,1,1,1
212,4200,82,not share,5,bai yang jing yuan ,116.560906,39.879298,2,1,1
213,5500,56,not share,6,guang he dong li ,116.45955900000001,39.895854,2,1,1
214,3800,42,not share,14,ming tian sheng huo guan ,116.42015400000001,40.056616999999996,1,1,0
215,3000,60,not share,6,shi yuan dong qu ,116.67383400000001,40.116557,1,1,1
216,4300,40,not share,6,tian tan xi li dong qu ,116.40928899999999,39.88201,1,1,1
217,6000,45,not share,22,wen hui yuan 15 hao 16 gong yu ,116.37008600000001,39.956548,1,1,1
218,5700,40,not share,6,ta yuan hu tong 12 hao yuan ,116.387942,39.962414,1,1,1
219,4100,42,not share,6,ma gong zhuang ,116.41426499999999,39.862338,1,1,1
220,5100,62,not share,18,hua yuan zha xiao qu ,116.55452,39.917468,2,1,1
221,5500,77,not share,6,jian cai cheng dong er li ,116.38153100000001,40.069853,2,1,1
222,3500,107,not share,6,fu li fei chang HAOS ,116.32132,39.636769,3,1,0
223,5300,56,not share,6,ding fu jing yuan ,116.570085,39.927151,1,1,1
224,4500,50,not share,15,dong mu xi yuan ,116.411575,39.864756,1,1,1
225,5500,38,not share,20,qing nian hui jia yuan ,116.521988,39.927428000000006,1,1,0
226,2600,8,not share,6,xiao nan zhuang she qu ,116.31231000000001,39.971678999999995,1,0,0
227,3000,33,not share,11,zhan qian ba li ,116.674053,39.882658,1,1,0
228,3200,59,not share,6,xi ying qian jie ,116.67286100000001,39.905035,2,1,1
229,3000,45,not share,5,huang cun xi li ,116.340971,39.741186,2,1,1
230,2600,70,not share,6,hei shan bei xiao jie 11 hao yuan ,116.10013700000002,39.94702,2,1,1
231,3400,45,not share,24,su he shi dai ,116.6512,39.898185999999995,1,1,0
232,3150,58,not share,6,san yang li ,116.52438400000001,39.824643,1,1,0
233,5600,58,not share,6,che zhan dong jie 15 hao yuan ,116.351933,39.887523,2,1,1
234,3000,74,not share,6,yu hang xiao qu ,116.40935,39.791753,2,1,1
235,6000,47,not share,12,cui wei zhong li ,116.304768,39.92028,1,1,0
236,2500,16,not share,6,cui wei lu ping tai cun ,116.30998799999999,39.919965000000005,1,0,0
237,5200,48,not share,26,10AM xin zuo biao ,116.45053,39.874376,1,1,0
238,3400,100,not share,6,peng lai gong yu dong qu ,116.423876,40.130815000000005,2,2,1
239,3000,63,not share,13,ren he hua yuan er qu ,116.684602,40.115457,1,1,1
240,2900,44,not share,6,shui guan xin cun ,116.249025,40.218067,1,1,1
241,6000,44,not share,20,CBD chuan qi ,116.483602,39.893412,1,1,0
242,6000,57,not share,6,san feng li xiao qu ,116.44528400000002,39.925343,2,1,1
243,5000,68,not share,6,yan chang su she ,116.587907,39.920396999999994,2,1,1
244,5500,96,not share,7,yan chang su she ,116.587907,39.920396999999994,2,2,2
245,3600,51,not share,6,hou nan cang ,116.659929,39.908429,2,1,1
246,2800,76,not share,6,hao zhuang jia yuan dong qu ,116.21872900000001,40.221509000000005,2,1,1
247,2800,60,not share,6,xin chao jia yuan yi qi ,116.69986000000002,39.938638,1,1,1
248,4200,50,not share,6,kang ze yuan ,116.41641499999999,39.847725,1,1,1
249,3300,105,not share,6,si hai gong yu ,116.703713,39.95821,3,1,2
250,3600,77,not share,10,zhu jiang li jing jia yuan ,116.69063600000001,39.938839,2,1,1
251,3500,105,not share,6,si hai gong yu ,116.703713,39.95821,3,1,2
252,2500,71,not share,6,xing gong yuan san li ,116.15463700000001,39.754184,2,1,1
253,6000,76,not share,19,song yu xi li ,116.47068300000001,39.87738,2,1,1
254,4600,53,not share,5,miao pu dong li ,116.40776399999999,39.851237,2,1,1
255,2900,56,not share,5,cui cun yi li ,116.20200700000001,39.835602,2,1,1
256,4600,63,not share,6,fu feng yuan xiao qu ,116.29033899999999,39.843274,2,1,1
257,6000,45,not share,18,ming guang bei li ,116.35716799999999,39.973031,1,1,1
258,2400,59,not share,7,xi lu yuan er li ,116.135077,39.740429,2,1,1
259,2600,48,not share,16,shou kai xi yue rui fu shu xiang ,116.17668700000002,39.731223,2,1,0
260,3000,75,not share,6,shi yuan bei qu ,116.670101,40.118728999999995,2,1,2
261,5900,60,not share,6,bai zhi fang xi jie 6 hao yuan ,116.36886899999999,39.883272,2,1,1
262,4600,44,not share,6,tai ping qiao dong li ,116.32921999999999,39.892447,1,1,1
263,3900,41,not share,6,yong le xi qu ,116.23378500000001,39.906862,1,1,1
264,4600,62,not share,18,hua yuan zha xiao qu ,116.55452,39.917468,2,1,1
265,3000,68,not share,12,i li fang ,116.338664,39.700356,2,1,0
266,2500,43,not share,15,xiang yue si ji ,116.66592299999999,40.186753,1,1,0
267,5900,56,not share,6,pan jia yuan xiao qu ,116.454903,39.882809,2,1,1
268,3600,38,not share,6,san jian fang nan li 7 hao yuan ,116.57396000000001,39.915759,1,1,1
269,4500,51,not share,6,hua wei xi li ,116.46003200000001,39.879667,1,1,1
270,5000,48,not share,5,fu kang nan li ,116.409402,39.884788,2,1,0
271,3500,63,not share,6,xing zheng xi li ,116.341153,39.734778999999996,2,1,1
272,4500,47,not share,26,xu hui ao dou ,116.42321399999999,40.051429,1,1,0
273,6000,70,not share,24,xu hui ao dou ,116.42321399999999,40.051429,3,1,0
274,2800,58,not share,6,yong shun xi li ,116.65266499999998,39.923390999999995,2,1,1
275,4500,45,not share,6,dian xin xiao qu ,116.333347,39.904872,1,1,1
276,3500,61,not share,6,yu dai he xi jie ,116.658326,39.907069,2,1,1
277,3500,49,not share,11,gu yun xin ju ,116.681628,39.934532,1,1,0
278,5100,43,not share,26,yuan jian ming yuan ,116.34498500000001,39.891739,1,1,0
279,5600,53,not share,24,yuan jian ming yuan ,116.34498500000001,39.891739,1,1,0
280,2300,57,not share,6,si he xiang xiao qu ,116.15792900000001,39.745926000000004,2,1,1
281,3500,86,not share,6,xing hai yuan ,116.45781399999998,39.770511,2,1,1
282,4500,38,not share,12,ping guo pai ,116.58468,39.935758,1,1,0
283,6000,60,not share,21,li du jia yuan ,116.34446899999999,40.037023,1,1,1
284,5700,61,not share,4,le dong 300 ,116.572585,39.910962,3,1,0
285,2700,77,not share,22,dong ya rui jing yuan ,116.54933700000001,39.749911,2,1,1
286,5300,51,not share,6,bei jing ji xie xue yuan jia shu lou ,116.355078,40.043082,2,1,1
287,5800,45,not share,15,hong shan shi jia ,116.340073,39.899642,1,1,0
288,3000,42,not share,6,xi xing fu jie ,116.28901,39.858118,1,1,1
289,3000,44,not share,6,zhi shan jie 4 hao ,116.40521499999998,39.8124,1,1,1
290,4000,50,not share,6,wei yuan ,116.26973000000001,39.901123,1,1,1
291,4000,60,not share,6,wei yuan ,116.26973000000001,39.901123,2,1,1
292,3300,61,not share,6,mo shi kou xi li ,116.16083700000001,39.93931,2,1,1
293,5200,72,not share,16,fu lian xiao qu ,116.553495,39.920646000000005,2,1,1
294,6000,57,not share,29,zhong guo tie jian guang chang ,116.447271,40.048621999999995,2,1,0
295,3300,46,not share,6,wan fu jia yuan ,116.658514,39.925574,1,1,1
296,3100,50,not share,6,yang zhuang 22 hao yuan ,116.639467,39.904485,1,1,1
297,5100,53,not share,20,zhong hai cheng zi xin ge ,116.45413500000001,39.850772,2,1,0
298,2600,55,not share,5,wei ye jia yuan xi li ,116.16711000000001,39.738534,2,1,1
299,5900,82,not share,10,fang yi yuan ,116.2698696918,40.051989694454,2,1,1
0,3100,61,not share,11,qiao zhuang dong qu ,116.694779,39.902876,1,1,0
1,4200,60,not share,6,shi liu yuan nan li xiao qu ,116.423841,39.850638000000004,2,1,1
2,5200,61,not share,6,jiu xian qiao si jie fang ,116.503173,39.969012,2,1,1
3,3000,75,not share,6,zhu guang yi jing er qi ,116.184531,39.841822,2,1,1
4,5600,51,not share,18,shi hua long yue ,116.35636000000001,40.052562,1,1,1
5,4000,61,not share,19,zhong xin xin cheng liang xian qu ,116.49388400000001,39.790329,1,1,1
6,2800,68,not share,6,shi yuan dong qu ,116.67383400000001,40.116557,2,1,1
7,4400,44,not share,6,you an men nei xi jie jia 10 hao yuan ,116.366335,39.877194,1,1,1
8,4300,108,not share,16,cui cheng xin yuan ,116.509192,39.865515,1,1,0
9,2600,56,not share,5,xin jian xiang xiao qu ,116.150632,39.744915999999996,2,1,1
10,3400,50,not share,18,nan hai jia yuan si li ,116.49093799999999,39.766936,1,1,1
11,5800,51,not share,6,xi ba he xi li ,116.442526,39.972398999999996,1,1,1
12,2500,64,not share,6,pu dong xiao qu ,116.12215,39.932268,2,2,1
13,2800,28,not share,4,ba jiao nan lu ,116.203327,39.915531,1,0,0
14,2600,10,not share,1,lu mi cang dong xiang ,116.436797,39.924023,1,0,0
15,5800,48,not share,14,lv bo man ban ,116.29897199999999,39.943157,1,1,0
16,4300,59,not share,6,tian bao jia yuan ,116.49554099999999,39.796534,2,1,1
17,5000,55,not share,6,qiu lu yuan ,116.26899099999999,40.058003,1,1,1
18,3700,70,not share,6,yan cheng yuan nan qu ,116.44438999999998,40.093691,2,1,1
19,3200,42,not share,16,shang ying xin cun ,116.687591,39.910318,1,1,0
20,6000,50,not share,16,dong tu cheng lu 13 hao yuan ,116.438239,39.957728,1,1,1
21,5300,122,not share,5,bai yang jing yuan ,116.560906,39.879298,3,1,1
22,3500,66,not share,6,fu yuan xiao qu ,116.361705,39.761336,2,1,1
23,3400,83,not share,7,zhong mei guang he yuan zhu ,116.33858500000001,39.716829,2,1,1
24,5500,32,not share,6,tian hua gong guan ,116.43098300000001,39.891579,1,1,1
25,5200,47,not share,6,jian gong bei li ,116.35917099999999,39.886348999999996,1,1,1
26,5500,56,not share,6,qian tun lu 58 hao yuan ,116.35649699999999,40.043931,2,1,1
27,3500,99,not share,6,jin hai jie 36 hao yuan ,116.645473,39.920831,3,1,1
28,4600,43,not share,24,ming yue jia yuan ,116.37220900000001,39.848945,1,1,0
29,4200,62,not share,7,liu he yuan ,116.224768,39.904247999999995,2,1,1
30,3000,59,not share,6,shi yuan xi qu ,116.66998799999999,40.116534,2,1,1
31,2300,63,not share,6,shi yuan xi qu ,116.66998799999999,40.116534,2,1,1
32,2800,56,not share,6,shi yuan xi qu ,116.66998799999999,40.116534,1,1,1
33,2700,36,not share,15,lan jun guo ji hua yuan ,116.232119,40.223852,1,1,0
34,3200,47,not share,12,bao li chun tian pai ,116.32567,39.675219,2,1,0
35,4100,61,not share,14,gu cheng nan li ,116.195775,39.912986,2,1,1
36,4800,41,not share,6,bai yun lu qi hao yuan ,116.34816000000001,39.904437,1,1,1
37,2100,51,not share,4,yu zhu yuan xiao qu yi li ,116.157467,39.730412,2,1,1
38,5900,51,not share,24,yan hai sai luo cheng qi qi ,116.51083200000001,39.904367,1,1,1
39,5700,55,not share,6,qiu lu yuan ,116.26899099999999,40.058003,1,1,1
40,4300,71,not share,16,yang guang xing yuan ,116.377536,39.799960999999996,2,1,1
41,6000,57,not share,6,ling nan lu 26 hao yuan ,116.31189599999999,39.933501,2,1,1
42,3200,72,not share,6,zao yuan bei li ,116.32960700000001,39.758883000000004,2,1,1
43,6000,68,not share,11,yong he xin yuan ,116.40365800000001,39.869583,1,1,1
44,3100,55,not share,6,che zhan zhong li ,116.341599,39.726005,2,1,1
45,4000,55,not share,6,gu cheng te gang lou ,116.192752,39.928765000000006,2,1,1
46,3500,52,not share,5,xing zheng xi li ,116.341153,39.734778999999996,2,1,1
47,3600,44,not share,6,guan zhuang xi li ,116.594761,39.921447,1,1,1
48,5000,54,not share,6,guan zhuang xi li ,116.594761,39.921447,2,1,1
49,3500,70,not share,11,gu yun xin ju ,116.681628,39.934532,1,1,1
50,5800,48,not share,6,bei wei lu 49 hao yuan ,116.39786200000002,39.889866999999995,2,1,0
51,4000,104,not share,5,peng lai gong yu dong qu ,116.423876,40.130815000000005,2,2,2
52,6000,89,not share,18,bao li jia yuan san hao yuan ,116.612342,39.935122,2,1,1
53,4500,55,not share,15,shang xian 6 hao ,116.596558,39.926521,1,1,0
54,3200,59,not share,6,jian xin nan qu ,116.65976599999999,40.128078,2,1,1
55,4700,57,not share,6,qing ta xiu yuan ,116.269851,39.897262,2,1,1
56,5500,52,not share,10,bei xiao ma chang ,116.344305,39.90378,1,1,1
57,3200,90,not share,7,ying hua yuan yi qu ,116.636725,40.031531,2,1,1
58,3000,53,not share,14,kong gang guo ji ,116.63813400000001,40.110746999999996,1,1,0
59,4600,47,not share,28,hong shan jia yuan ,116.457526,39.8764,1,1,0
60,3500,99,not share,6,zi ran jia jing ,116.698943,39.942109,2,1,1
61,6000,61,not share,6,ping le yuan xiao qu ,116.487808,39.889853,2,1,1
62,5500,72,not share,6,zhou jing da yuan ,116.590404,39.918459000000006,2,1,1
63,4600,39,not share,5,heng yi tiao ,116.437597,39.863044,1,1,0
64,4300,50,not share,3,ge cun xi li ,116.316074,39.852812,2,1,1
65,6000,42,not share,16,fu dun ,116.469439,39.891382,1,1,0
66,3500,71,not share,15,jin yu qi ling jiu ling ,116.70811,39.888054,2,1,1
67,4000,57,not share,6,wan yuan nan li ,116.43064299999999,39.804123,1,1,1
68,5200,43,not share,7,lin cui lu 10 hao yuan ,116.38111299999998,40.01678,1,1,1
69,5600,46,not share,6,en ji li xiao qu ,116.291418,39.937340999999996,1,1,1
70,4600,36,not share,16,zuo you fang ,116.37794199999999,39.847498,1,1,1
71,5500,46,not share,6,en ji li xiao qu ,116.291418,39.937340999999996,1,1,1
72,3300,49,not share,6,hua xin da sha su she ,116.19558400000001,39.927906,1,1,1
73,3600,94,not share,14,he sheng shi jie cun ,116.551782,39.742837,2,1,1
74,6000,62,not share,18,xin xing nian dai ,116.275724,39.903782,1,1,1
75,4900,48,not share,6,fa hua nan li ,116.43414399999999,39.892210999999996,1,1,1
76,4650,62,not share,6,xi luo yuan si qu ,116.39783899999999,39.868935,2,1,1
77,3500,74,not share,6,yu qiao nan li ,116.69010800000001,39.895196,2,1,1
78,4500,64,not share,15,xi ma jin run er qu ,116.386742,39.845372999999995,1,1,1
79,3400,55,not share,6,huang cun zhong li ,116.347586,39.738759,2,1,1
80,3300,54,not share,6,wu ai tun dong jie 64 hao yuan ,116.38683700000001,39.804838000000004,2,1,1
81,4300,57,not share,24,chun yuan ,116.262442,39.897184,1,1,1
82,5000,50,not share,6,yong tai yuan ,116.35491299999998,40.040671,1,1,1
83,5300,58,not share,6,an ning li ,116.336327,40.052479,2,1,1
84,2900,60,not share,6,bin he xiao qu ,116.68862800000001,40.123965000000005,1,1,1
85,2400,60,not share,6,bin he xiao qu ,116.68862800000001,40.123965000000005,1,1,1
86,4300,53,not share,6,liu li qiao 10 hao yuan ,116.309979,39.888606,1,1,1
87,6000,54,not share,6,fu xing lu 79 hao yuan ,116.277469,39.915102000000005,2,1,1
88,3100,85,not share,6,yu long san qu ,116.67819399999999,40.129754,2,1,2
89,3200,63,not share,6,yi he zhuang bei li ,116.33590500000001,39.722528999999994,2,1,1
90,3500,37,not share,15,xin yong wai wen hua yong pin shang cheng ,116.400687,39.872287,1,1,1
91,4000,53,not share,20,hai tang gong she ,116.561978,39.877145,1,1,1
92,4300,45,not share,17,yi ju guo ji ,116.50639199999999,39.810563,1,1,0
93,4400,79,not share,15,chao feng jia yuan ,116.57278799999999,39.857682000000004,2,1,1
94,3600,66,not share,6,wang dou jia yuan ,116.423882,40.122853000000006,1,1,1
95,5500,49,not share,21,jing dou guo ji ,116.498241,39.971858000000005,1,1,0
96,5900,48,not share,16,gao jia yuan san qu ,116.487649,39.985143,1,1,1
97,5200,50,not share,10,fang yi yuan ,116.2698696918,40.051989694454,1,1,1
98,5500,50,not share,10,fang yi yuan ,116.2698696918,40.051989694454,1,1,1
99,2500,49,not share,5,ju chang dong jie ,116.10874799999999,39.948932,2,1,1
100,3900,60,not share,20,dong ze yuan ,116.56296499999999,39.966574,1,1,1
101,3400,85,not share,15,ying hai jia yuan yi yuan A qu ,116.44145,39.770066,2,1,1
102,6000,83,not share,6,ge xin li 24 hao yuan ,116.403101,39.873622,3,1,1
103,4200,33,not share,21,kao la she qu ,116.35309699999999,39.882435,1,1,0
104,3000,60,not share,7,fu qiang dong li ,116.346733,39.74576,2,1,1
105,5500,71,not share,10,fang yi yuan ,116.2698696918,40.051989694454,2,1,1
106,3300,67,not share,6,xin hai bei li ,116.54798600000001,39.763889,1,1,1
107,3500,173,not share,6,xin an li ,116.36203,39.745872999999996,3,1,1
108,3500,88,not share,13,tong xin jia yuan ,116.32368500000001,39.731807,2,1,1
109,6000,60,not share,6,jing an dong li ,116.457173,39.96476,2,1,1
110,4300,52,not share,6,ba jiao bei lu ,116.203052,39.921408,2,1,1
111,3500,58,not share,12,yue liang cheng bao ,116.685667,39.925912,1,1,0
112,4000,70,not share,6,he yi dong li er qu ,116.413068,39.819779,2,1,1
113,4800,47,not share,6,wan shou lu xiao qu ,116.302757,39.917592,1,1,1
114,5800,69,not share,20,guang wai nan jie 63 hao yuan ,116.35226599999999,39.886243,2,1,1
115,4600,74,not share,28,guang an ﹒ kang xin jia yuan ,116.23558200000001,39.88187,2,1,1
116,4800,79,not share,6,jian xi yuan nan li ,116.21486999999999,39.9246,2,1,1
117,5500,52,not share,18,le xiang hui ,116.445474,40.05627,1,1,0
118,4700,38,not share,6,li cun nan li ,116.42097,39.872978,1,1,1
119,5200,52,not share,18,le xiang hui ,116.445474,40.05627,1,1,0
120,3200,68,not share,6,guan yin si bei li ,116.356174,39.737213,2,1,2
121,4900,85,not share,15,zhao yang xin cheng liu qu ,116.561555,39.958507,2,1,1
122,4300,45,not share,17,die cui ting yuan ,116.20699099999999,39.942076,1,1,0
123,5500,61,not share,28,bei jing xin tian di si qi ,116.612889,39.923544,1,1,1
124,5800,46,not share,6,an zhuang su she ,116.28253600000001,39.936246000000004,1,1,0
125,3400,23,not share,13,7 ke la ,116.391671,39.845707,1,1,0
126,2900,56,not share,12,IN bei jing ,116.58284099999999,39.770021,1,1,0
127,5000,78,not share,29,jin yu yue he yuan ,116.54443799999999,39.963892,2,1,2
128,4000,60,not share,19,qi xing yuan ,116.221549,39.905466,1,1,1
129,4500,41,not share,6,cui wei lu 4 hao ,116.309923,39.922557,1,1,1
130,3400,98,not share,2,sha yang lu 16 hao yuan ,116.256386,40.126677,2,1,2
131,3600,74,not share,16,tian cui yang guang xin cheng ,116.1291,39.960359000000004,2,1,1
132,5600,54,not share,7,tian qiao bei li ,116.403304,39.891690999999994,1,1,1
133,3400,105,not share,6,tuan li zhuang yuan ,116.701995,39.951974,3,1,1
134,3000,57,not share,10,shuang he bei li ,116.354697,39.745721,1,1,1
135,4000,53,not share,13,hong shi zuo ,116.27411699999999,40.225828,2,1,0
136,3200,27,not share,7,kang yi yuan ,116.336744,39.767129,1,1,1
137,5700,37,not share,11,qian men xi da jie ,116.395569,39.906059,1,1,0
138,5300,51,not share,18,le xiang hui ,116.445474,40.05627,1,1,0
139,2600,36,not share,14,xu hui E tian di ,116.175752,39.728172,2,1,0
140,4000,62,not share,6,he yi dong li wu qu ,116.410743,39.821558,2,1,1
141,2600,53,not share,6,si he xiang xiao qu ,116.15792900000001,39.745926000000004,2,1,1
142,5000,84,not share,6,yan bei yuan ,116.292974,40.015093,3,1,1
143,3600,53,not share,18,11 zhan ,116.676119,39.887571,1,1,0
144,3400,59,not share,6,yun jing xi li nan qu ,116.667208,39.885232,2,1,1
145,3000,48,not share,6,yun jing xi li nan qu ,116.667208,39.885232,1,1,1
146,5200,52,not share,21,fu lai yin hua yuan ,116.414452,39.866869,2,1,1
147,3300,60,not share,6,lu he zhong xue bei jie ,116.656224,39.905201,2,1,1
148,5600,56,not share,6,shuang long nan li ,116.488534,39.875468,2,1,1
149,5600,67,not share,16,jian yu yuan ,116.40256699999999,39.869745,1,1,1
150,3000,69,not share,6,xin gang zhuang yuan san qu ,116.675955,40.037646,1,1,2
151,2600,55,not share,6,tong hui xiao qu ,116.64993999999999,39.920730999999996,2,1,1
152,3500,80,not share,28,hong ren jia yuan ,116.56353500000002,39.755641,2,1,1
153,3500,82,not share,6,shou chuang yue dou hui ,116.412296,39.708208,2,1,1
154,4200,50,not share,25,tian xing jia yuan ,116.318653,39.830096999999995,1,1,1
